num,productNum,billToName,qty,qtyonhand,qtyonorderpo,qtyonorderto,qtyonordertotal,soitemstatusId,sostatusId,pickitemstatusId,soitemtypeId,dateLastModified
195362,HIK-DS-2CD7A26G0/P-IZS(2.8-12mm),BLUE FORCE PTY LTD,2,3,0,0,0,20,25,30,10,25/08/2020
197660,EDE-RF-Card,MCS SECURITY,6,0,0,0,0,30,25,40,10,3/04/2020
197660,EDE-RF-Card,MCS SECURITY,24,0,0,0,0,30,25,5,10,3/04/2020
198174,ION-FEBM-720,HBE SECURITY PTY LTD,2,0,64,24,88,10,25,5,10,2/06/2020
199908,ION-FEBM-720,HBE SECURITY PTY LTD,4,0,64,24,88,10,25,5,10,11/06/2020
200468,HIK-DS-KD-ACW3,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,5,8,0,8,20,25,30,10,26/08/2020
200468,HIK-DS-KD8003-IME2,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,2,14,0,14,20,25,30,10,26/08/2020
200468,HIK-DS-KD-KP,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,4,28,0,28,10,25,10,10,26/08/2020
200468,HIK-DS-KD-DIS,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,4,8,0,8,20,25,30,10,26/08/2020
200468,HIK-DS-KAD706,NOMINEES PTY LTD T/A NORTH STAR SECURITY,9,14,10,0,10,20,25,30,10,26/08/2020
200468,HIK-DS-KAD706,NOMINEES PTY LTD T/A NORTH STAR SECURITY,3,14,10,0,10,20,25,30,10,26/08/2020
200468,HIK-DS-KAD706,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,14,10,0,10,20,25,10,10,26/08/2020
200468,HIK-DS-KAW60-2N,NOMINEES PTY LTD T/A NORTH STAR SECURITY,13,26,10,0,10,20,25,30,10,26/08/2020
200468,HIK-DS-7732NI-I4-16P-3TB,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,21,8,0,8,20,25,30,10,26/08/2020
200468,HDD-WD-P-3TB,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,38,4,0,4,20,25,30,10,26/08/2020
200468,HIK-DS-2CD2165G0-I-2,NOMINEES PTY LTD T/A NORTH STAR SECURITY,12,195,0,0,0,20,25,30,10,26/08/2020
200468,HIK-DS-K2210,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,8,0,0,0,20,25,30,10,26/08/2020
200468,HIK-DS-K2M0016A,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,8,0,0,0,20,25,30,10,26/08/2020
200468,BRA-1280ZJ-DM18,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,28,40,0,40,20,25,30,10,26/08/2020
200468,HIK-DS-2CD2365G1-I-2,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,740,270,0,270,20,25,30,10,26/08/2020
200468,BRA-1280ZJ-DM21,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,64,218,0,218,20,25,30,10,26/08/2020
200468,HIK-DS-3E0105P-E,NOMINEES PTY LTD T/A NORTH STAR SECURITY,1,14,100,0,100,20,25,30,10,26/08/2020
200468,HIK-DS-KH6320-WTE2-WHITE,NOMINEES PTY LTD T/A NORTH STAR SECURITY,35,50,0,0,0,20,25,30,10,26/08/2020
201246,ION-FEBM-720,HBE SECURITY PTY LTD,4,0,64,24,88,10,25,5,10,19/08/2020
201828,ION-F16-2000A,HBE SECURITY PTY LTD,2,0,8,22,30,10,25,5,10,11/06/2020
201828,ION-FEBM-720,HBE SECURITY PTY LTD,4,0,64,24,88,10,25,5,10,11/06/2020
201828,ION-F16-AS400,HBE SECURITY PTY LTD,2,11,40,12,52,10,25,11,10,12/08/2020
201828,ION-F16-AS400,HBE SECURITY PTY LTD,1,11,40,12,52,10,25,5,10,12/08/2020
201828,ION-F16-1000,HBE SECURITY PTY LTD,1,1,16,4,20,10,25,10,10,7/08/2020
202071,HIK-DS-7616NI-I2-16P-3TB,Digital Video Recording Systems Australia,1,19,44,0,44,10,20,10,10,20/05/2020
202071,HIK-DS-2CD2365G1-I-2,Digital Video Recording Systems Australia,14,740,270,0,270,10,20,10,10,3/06/2020
202071,BRA-1280ZJ-DM21,Digital Video Recording Systems Australia,14,64,218,0,218,10,20,10,10,3/06/2020
202076,HIK-DS-2CD2665G1-IZS-BLACK,LAKES SECURITY PTY LTD,3,0,7,0,7,10,25,5,10,22/05/2020
202217,UB-LOCOM5,CRUSADER SECURITY,2,33,0,0,0,10,20,10,10,21/05/2020
202217,UB-NHU-ETH-SP-G2,CRUSADER SECURITY,2,27,0,0,0,10,20,10,10,21/05/2020
202217,Labour-Cameras,CRUSADER SECURITY,,0,0,0,0,10,20,,10,21/05/2020
202217,UB-AM,CRUSADER SECURITY,2,30,0,0,0,10,20,10,10,21/05/2020
202217,HIK-DS-3E0105P-E,CRUSADER SECURITY,1,14,100,0,100,10,20,10,10,21/05/2020
